product_uid,material
106948.0,ceram
106953.0,stainless steel
106956.0,plastic
106957.0,wood wood
106959.0,wood
106963.0,polyfib
106965.0,cross-link polyethylen (pex)
106969.0,steel
106970.0,other
106972.0,vinyl
106973.0,vinyl
106977.0,metal
106979.0,other vinyl
106980.0,vinyl
106992.0,vinyl
106993.0,steel
106997.0,pex plastic
107001.0,stainless steel metal
107002.0,galvan steel
107003.0,nylon
107015.0,plastic
107019.0,multi-purpos high carbon steel
107021.0,aluminum
107029.0,metal
107035.0,oil
107036.0,cedar
107042.0,glass
107047.0,copper
107049.0,aluminum
107052.0,metal
107061.0,plastic
107066.0,synthet
107071.0,cast iron
107075.0,cast iron
107078.0,steel
107080.0,carbid
107082.0,plastic
107092.0,polyethylen
107093.0,porcelain-co cast iron paint steel
107096.0,pine
107097.0,lamin
107105.0,vinyl
107109.0,nylon
107111.0,epoxy/2 part
107114.0,metal
107118.0,fiberglass
107120.0,zinc
107124.0,pvc
107128.0,microfib 0
107135.0,wood
107140.0,metal
107141.0,natur stone
107144.0,fiberglass
107150.0,steel
107151.0,lamin
107156.0,composit
107158.0,aluminum other
107159.0,slate
107166.0,galvan steel
107172.0,galvan malleabl iron iron
107174.0,cast iron
107176.0,pvc
107178.0,steel
107180.0,plastic
107181.0,wood
107182.0,medium densiti fiberboard (mdf)
107183.0,other
107185.0,acryl
107190.0,mdf
107192.0,composit
107196.0,glass
107198.0,steel
107200.0,pvc
107205.0,vitreous china medium densiti fiberboard (mdf) marbl
107209.0,ceram
107211.0,plastic
107212.0,concret
107213.0,nylon stainless steel
107221.0,concret
107224.0,steel
107231.0,metal
107233.0,plastic
107235.0,pvc
107237.0,plastic glass
107238.0,steel aluminum olefin
107243.0,other
107246.0,rubber
107250.0,steel
107251.0,metal
107255.0,aluminum
107257.0,stainless steel
107258.0,galvan steel
107260.0,cast iron
107261.0,plastic
107262.0,ceram
107264.0,oil
107269.0,plastic
107270.0,stainless steel
107275.0,steel
107285.0,medium densiti fiberboard (mdf)
107286.0,galvan steel
107287.0,lamin particl board
107288.0,solid brass
107291.0,marbl
107293.0,steel
107296.0,100% uv olefin 0
107298.0,composit
107300.0,plastic
107306.0,steel
107314.0,cultur marbl
107318.0,carbid
107325.0,steel stainless steel
107329.0,stainless steel
107330.0,steel
107333.0,steel
107336.0,steel
107337.0,stainless steel
107342.0,vinyl
107345.0,acryl
107347.0,composit solid-surfac materi
107350.0,other multi-purpos
107353.0,plastic and metal
107359.0,wood
107365.0,epoxy/2 part
107366.0,vitreous china solid wood marbl
107375.0,wood solid hardwood & veneer
107377.0,glass glass
107378.0,plastic
107379.0,nylon plastic
107383.0,other
107385.0,plastic
107387.0,stone
107390.0,polyethylen
107392.0,aluminum
107395.0,plastic
107396.0,lamin particl board
107398.0,vinyl
107404.0,steel
107422.0,pvc
107423.0,porcelain
107430.0,steel
107443.0,plastic
107447.0,cast aluminum
107457.0,cement
107470.0,lamin
107477.0,composit engin stone composit
107478.0,porcelain
107480.0,high speed steel
107481.0,pvc pvc
107482.0,vinyl
107486.0,steel
107487.0,aluminum
107491.0,steel
107493.0,manufactur from certifi environment prefer lamin particl panels.
107495.0,vinyl
107499.0,metal
107502.0,wood
107503.0,plastic
107507.0,composit
107508.0,plastic
107510.0,plastic
107512.0,glass
107514.0,pvc
107516.0,steel
107517.0,stainless steel
107519.0,copper copper
107520.0,steel
107521.0,corrug hdpe(high densiti polethylene) polyethylen
107527.0,plastic
107530.0,steel
107534.0,steel
107536.0,vinyl
107538.0,vinyl
107543.0,metal
107547.0,plastic
107553.0,multi-purpos brass
107556.0,steel
107561.0,steel
107563.0,resin
107564.0,steel
107565.0,galvan steel
107575.0,porcelain-co steel steel
107581.0,hdpe(high densiti polethylene)
107582.0,polyfib
107584.0,paper
107585.0,metal
107594.0,acryl
107603.0,pvc 0
107605.0,vinyl
107607.0,nylon
107610.0,steel
107611.0,glass
107622.0,other
107625.0,steel
107632.0,wood high carbon steel
107634.0,steel
107639.0,vinyl
107640.0,steel
107651.0,polyest
107653.0,plastic wire
107654.0,composit
107661.0,steel steel
107663.0,steel
107664.0,galvan steel
107671.0,wood
107677.0,red oak red oak
107680.0,metal
107685.0,cotton
107689.0,plastic plastic
107698.0,steel
107702.0,ceram
107704.0,water
107705.0,metal
107706.0,pvc pvc
107712.0,porcelain
107715.0,vitreous china medium densiti fiberboard (mdf) vitreous china
107716.0,vitreous china medium densiti fiberboard (mdf) granit
107719.0,cardboard proprietari
107725.0,multi-purpos plastic
107733.0,porcelain-co cast iron
107735.0,steel
107736.0,galvan steel
107738.0,pvc
107744.0,vinyl
107752.0,plastic
107753.0,composit
107756.0,polyest
107758.0,multi-purpos plastic
107761.0,natur stone
107766.0,metal
107767.0,galvan steel
107773.0,other
107777.0,solid wood
107786.0,composit particl board engin quartz composit
107789.0,wood
107791.0,metal
107792.0,resin
107793.0,stainless steel
107798.0,high speed steel
107799.0,metal
107801.0,metal
107802.0,mdf / composit wood
107807.0,steel
107808.0,metal
107811.0,steel
107814.0,steel
107815.0,ab acrylonitril butadien styren (abs)
107817.0,wire
107820.0,steel steel
107824.0,glass
107825.0,stainless steel
107832.0,steel
107833.0,glass
107835.0,plastic
107837.0,steel
107839.0,vitreous china granit
107842.0,copper
107845.0,metal
107847.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
107849.0,other
107855.0,wood
107859.0,brass
107860.0,metal
107864.0,porcelain
107866.0,composit hickori
107867.0,aluminum
107871.0,steel
107872.0,pvc pvc
107873.0,galvan steel
107875.0,porcelain
107885.0,metal
107890.0,composit
107894.0,acrylonitril butadien styren (abs)
107899.0,polypropylen
107908.0,polyest
107909.0,zinc coat galvan steel
107910.0,vitreous china medium densiti fiberboard (mdf) granit
107911.0,wood
107912.0,fiberglass
107913.0,pvc
107920.0,various
107923.0,pvc
107925.0,medium densiti fiberboard (mdf)
107930.0,wire glass
107933.0,composit mdf
107934.0,steel
107936.0,brass
107937.0,steel diamond
107940.0,rubber 10
107941.0,steel
107947.0,brass
107948.0,galvan steel
107956.0,wood
107958.0,rubber
107970.0,wood
107977.0,aluminum other
107979.0,composit
107986.0,oil
107993.0,other medium densiti fiberboard (mdf) granit
107994.0,pvc
107998.0,stainless steel
108000.0,pvc
108009.0,pex brass
108013.0,synthet
108016.0,steel
108017.0,metal
108019.0,vinyl
108020.0,steel
108030.0,travertin
108031.0,steel
108034.0,brass
108040.0,metal
108043.0,aluminum
108047.0,lamin thermofoil
108048.0,plastic wood
108051.0,polypropylen
108053.0,acryl
108054.0,marbl
108055.0,wood
108058.0,steel
108062.0,plastic glass
108066.0,nylon
108067.0,steel
108071.0,acryl
108072.0,steel
108075.0,pvc polyvinyl
108076.0,cardboard
108077.0,other
108083.0,steel
108085.0,fabric
108090.0,metal
108101.0,lamin
108103.0,metal
108114.0,fiberglass
108115.0,vitreous china
108117.0,metal
108118.0,steel
108127.0,multi-purpos brass
108129.0,composit mapl
108132.0,aluminum
108144.0,brass
108150.0,steel
108151.0,metal
108154.0,latex
108162.0,lamin thermofoil
108166.0,multi-purpos pvc
108169.0,oil
108179.0,plastic
108181.0,plastic
108183.0,plastic
108185.0,steel
108186.0,powder-co steel plastic
108191.0,nylon
108194.0,wood
108195.0,pex plastic
108197.0,brass
108201.0,galvan steel
108203.0,steel
108204.0,steel
108220.0,steel
108229.0,wood
108231.0,stainless steel stainless steel
108238.0,brass
108241.0,metal
108243.0,wood
108244.0,comfort grip
108247.0,metal metal
108255.0,cast iron
108262.0,plastic and metal
108264.0,fibr reinforc polym (frp)
108265.0,stainless steel
108269.0,high speed steel multi-purpos
108272.0,metal
108286.0,steel
108298.0,galvan steel
108300.0,concret
108307.0,metal
108310.0,quartz
108311.0,steel
108314.0,acryl
108316.0,steel
108318.0,plastic
108326.0,plastic
108335.0,steel
108338.0,wood plastic/metal/wood
108346.0,wood
108353.0,aluminum
108354.0,nylon
108363.0,vitreous china medium densiti fiberboard (mdf) granit
108364.0,wood
108383.0,steel
108386.0,wood wood
108388.0,slate
108391.0,quartz
108393.0,ceram
108396.0,lamin
108401.0,metal
108408.0,teak
108409.0,vitreous china
108410.0,solid surfac
108412.0,steel
108419.0,pvc
108435.0,resin
108442.0,composit mdf
108457.0,aluminum
108460.0,cement
108463.0,other
108465.0,metal
108466.0,plastic
108468.0,thermoplast
108471.0,steel
108473.0,metal
108477.0,metal
108480.0,steel
108487.0,plastic
108488.0,nylon stainless steel
108491.0,acryl
108492.0,aluminum
108493.0,water
108504.0,aluminum
108514.0,plastic
108517.0,metal
108519.0,wood
108520.0,polyethylen
108526.0,metal
108528.0,ceram
108529.0,polym
108539.0,aluminum
108546.0,wood bimet
108548.0,vinyl
108550.0,lamin
108551.0,resin
108560.0,wood
108562.0,wire glass
108564.0,steel
108566.0,stainless steel
108567.0,steel
108575.0,aluminum
108577.0,other
108578.0,plastic
108580.0,rubber
108584.0,cement diamond
108606.0,porcelain
108608.0,nylon
108609.0,other
108611.0,metal
108613.0,glass
108614.0,copper
108618.0,metal
108620.0,plastic
108621.0,aluminum
108623.0,steel
108629.0,porcelain
108635.0,steel steel
108639.0,vinyl
108641.0,vinyl
108648.0,plastic
108650.0,marbl
108652.0,vinyl
108660.0,plastic
108661.0,copper copper
108662.0,aluminum
108664.0,wood
108668.0,travertin
108677.0,aluminum
108678.0,foam steel
108679.0,lamin
108680.0,cast iron
108682.0,metal
108691.0,quartz
108698.0,plastic
108700.0,galvan steel
108702.0,pvc
108703.0,synthet
108704.0,composit
108711.0,wood
108718.0,wood
108725.0,galvan steel
108726.0,other medium densiti fiberboard (mdf) granit
108727.0,aluminum
108728.0,galvan steel
108729.0,copper copper
108732.0,aluminum
108734.0,metal
108735.0,aluminum
108742.0,glass
108745.0,lamin thermofoil
108751.0,cast iron
108752.0,paper
108753.0,steel
108755.0,cast iron
108757.0,plastic glass
108759.0,fiberglass
108763.0,plastic
108765.0,cast iron
108771.0,fibr reinforc polym (frp)
108778.0,steel
108779.0,ceram
108781.0,aluminum
108784.0,steel
108789.0,aluminum
108791.0,vinyl
108792.0,metal
108793.0,pvc
108802.0,high speed steel
108804.0,stainless steel
108806.0,metal
108811.0,pvc pvc
108820.0,polyurethan
108823.0,marbl particl board solid-surfac materi
108824.0,steel
108827.0,steel
108835.0,steel
108838.0,aluminum
108839.0,oil
108845.0,rubber
108850.0,nylon
108854.0,aluminum rubber
108856.0,plastic
108863.0,steel
108873.0,metal
108874.0,pvc
108875.0,metal
108877.0,metal
108882.0,"wood mdf, steel, glass other"
108888.0,stainless steel
108897.0,water
108898.0,copper copper
108899.0,acryl
108900.0,metal
108911.0,galvan steel
108914.0,ceram
108916.0,acryl
108917.0,acryl
108922.0,porcelain
108927.0,pex brass
108946.0,aluminum
108947.0,steel
108949.0,wood
108953.0,steel
108954.0,pvc
108959.0,nylon
108962.0,plastic
108963.0,steel
108967.0,wood
108973.0,metal
108977.0,oil
108978.0,fabric
108985.0,galvan steel
108989.0,polyest
108991.0,aluminum and plastic
108995.0,plastic
108998.0,steel brass
108999.0,copper copper
109000.0,metal
109001.0,cedar
109008.0,tile (wet or dry) diamond
109009.0,vitreous china solid wood engin stone composit
109010.0,wood
109011.0,steel brass
109013.0,metal
109015.0,metal
109019.0,glass
109026.0,plastic
109027.0,ceram
109030.0,cement
109031.0,steel
109032.0,metal
109050.0,metal
109052.0,pvc pvc
109056.0,fiberglass
109058.0,glass
109060.0,fiberglass
109065.0,marbl medium densiti fiberboard (mdf) glass
109067.0,plastic
109068.0,wood
109069.0,cardboard
109075.0,steel
109078.0,steel
109080.0,metal
109083.0,metal
109085.0,oak
109092.0,steel
109101.0,steel steel
109103.0,glass
109105.0,powder-co steel porcelain
109108.0,plastic wire
109114.0,oil
109120.0,medium densiti fiberboard (mdf)
109122.0,steel
109123.0,copper copper
109128.0,vinyl
109129.0,synthet
109137.0,plastic
109138.0,plastic bodi and plastic len
109139.0,steel
109143.0,porcelain
109144.0,lamin
109149.0,porcelain
109151.0,steel
109166.0,granit solid wood marbl
109167.0,vinyl
109169.0,copper stainless steel
109170.0,aluminum
109172.0,wood
109178.0,steel
109180.0,lamin
109181.0,slate
109188.0,ceram
109189.0,multi-purpos carbid
109190.0,galvan steel
109193.0,pvc
109196.0,copper
109197.0,pvc
109203.0,copper
109206.0,vinyl
109207.0,stainless steel
109211.0,steel
109213.0,composit
109218.0,plastic
109224.0,cast metal
109225.0,no shelf glass
109227.0,oil
109236.0,medium densiti fiberboard (mdf)
109238.0,steel steel wood
109239.0,wood
109247.0,galvan steel
109254.0,vinyl
109256.0,plastic
109265.0,galvan steel
109266.0,composit
109267.0,polyurethan
109269.0,pvc
109273.0,multi-purpos stainless steel
109279.0,rubber
109281.0,steel
109284.0,wood
109289.0,composit composit
109294.0,vinyl
109298.0,steel
109300.0,polyfib steel
109301.0,steel
109303.0,metal steel
109305.0,metal
109309.0,vinyl
109316.0,steel
109317.0,plastic
109319.0,plastic
109322.0,copper copper
109323.0,wood
109325.0,fiberglass
109331.0,plastic
109332.0,stainless steel
109334.0,ceram
109338.0,steel
109340.0,acryl
109350.0,travertin
109353.0,cast iron
109354.0,porcelain-co cast iron grate porcelain-co cast iron paint steel
109355.0,plastic
109357.0,metal
109358.0,cast metal
109359.0,stainless steel
109363.0,wood
109368.0,vitreous china
109372.0,plastic
109375.0,plastic
109376.0,vitreous china granit
109378.0,no handl
109382.0,wood
109389.0,comfort grip
109392.0,manufactur from certifi environment prefer lamin particl panels.
109394.0,steel stainless steel stainless steel
109401.0,polyest
109402.0,acryl
109403.0,plastic
109408.0,steel
109409.0,wood
109411.0,medium densiti fiberboard (mdf)
109414.0,multi-purpos carbid
109418.0,cardboard proprietari
109429.0,plastic
109431.0,polypropylen
109433.0,cast iron
109437.0,foam aluminum
109439.0,sandston
109443.0,glass
109452.0,particl board engin quartz composit
109455.0,clay
109456.0,copper
109458.0,high densiti fiberboard (hdf)
109462.0,stainless steel
109465.0,lamin
109466.0,no shelf glass
109467.0,plastic
109470.0,zinc
109471.0,composit
109472.0,foam steel
109475.0,metal
109478.0,composit particl board engin quartz composit
109480.0,pex brass
109481.0,vinyl
109484.0,steel
109486.0,metal
109488.0,comfort grip
109489.0,stainless steel
109494.0,steel
109495.0,vinyl
109496.0,copper copper
109501.0,metal
109508.0,metal
109519.0,aluminum
109524.0,cast iron
109532.0,plastic
109535.0,plastic
109536.0,vitreous china solid wood engin quartz composit
109538.0,alumin alloy steel
109542.0,porcelain
109544.0,synthet
109547.0,wood
109550.0,marbl
109551.0,pvc
109552.0,oil
109554.0,lamin
109555.0,travertin
109556.0,acryl
109558.0,metal
109568.0,travertin
109573.0,cellulose/synthet fiber combo
109575.0,steel steel
109580.0,vinyl
109586.0,wood
109596.0,glass
109602.0,vinyl
109609.0,metal
109610.0,stainless steel
109611.0,vitreous china granit
109613.0,lamin
109618.0,plastic
109621.0,metal carbid
109626.0,polypropylen
109628.0,stainless steel
109632.0,composit
109634.0,other
109639.0,oil
109640.0,brass
109644.0,stainless steel
109646.0,solid brass
109651.0,ceram
109659.0,porcelain
109662.0,copper
109665.0,other
109666.0,plastic
109667.0,resin resin
109678.0,aluminum
109683.0,glass
109690.0,composit
109691.0,concret
109693.0,steel
109694.0,wood
109698.0,metal
109701.0,glass
109711.0,vinyl
109717.0,stainless steel
109721.0,steel
109722.0,polyfib
109725.0,polyethylen polyethylen
109729.0,composit composit
109730.0,tile (wet or dry) steel
109737.0,stainless steel
109740.0,wood rubberwood solids/engin wood other wood
109744.0,pvc
109745.0,metal bimet
109746.0,steel
109750.0,plastic
109754.0,pvc pvc
109758.0,aluminum
109761.0,metal
109762.0,glass
109766.0,steel
109768.0,other
109770.0,oil
109772.0,oil-bas dri paint
109777.0,carbid
109779.0,aluminum
109782.0,wood
109788.0,polypropylen
109791.0,steel
109798.0,epoxy/2 part
109800.0,nylon stainless steel
109802.0,steel
109803.0,plastic
109810.0,wood
109812.0,other
109815.0,plastic
109817.0,steel
109819.0,plastic
109822.0,vinyl
109823.0,composit
109825.0,acryl
109827.0,particl board
109828.0,polypropylen
109829.0,carbid
109832.0,cardboard
109833.0,other
109834.0,solid wood
109837.0,plastic
109843.0,metal
109852.0,steel
109854.0,acryl
109856.0,lamin
109858.0,steel
109859.0,zinc
109861.0,stainless steel
109862.0,steel
109863.0,other vinyl
109867.0,vinyl vinyl
109870.0,metal
109871.0,metal
109873.0,pvc
109876.0,polym
109877.0,epoxy/2 part
109884.0,steel other
109890.0,brass
109897.0,polyfib steel
109903.0,ceram
109905.0,steel
109906.0,galvan steel
109912.0,ceram
109918.0,synthet
109919.0,slate
109920.0,metal
109923.0,aluminum
109930.0,porcelain-co cast iron paint steel
109931.0,solid brass
109942.0,oil
109946.0,impact wrench and ratchet: metal case: mold plastic aluminum
109947.0,steel
109953.0,vitreous china
109955.0,cast-iron
109957.0,steel
109958.0,steel
109961.0,steel glass
109962.0,steel
109967.0,cotton
109968.0,plywood
109973.0,plastic
109974.0,oil
109976.0,other
109977.0,pvc pvc
109983.0,foam steel
109984.0,wire
109986.0,wood
109987.0,bamboo
109988.0,vitreous china granit
109993.0,multi-purpos metal
109997.0,wire glass
109999.0,porcelain
110004.0,steel
110010.0,polypropylen
110013.0,steel
110017.0,steel
110020.0,porcelain
110031.0,nylon
110037.0,stone
110039.0,vitreous china
110040.0,brass
110041.0,steel
110042.0,steel
110046.0,steel
110056.0,aluminum
110060.0,acryl
110064.0,wood
110069.0,wire glass
110076.0,nylon stainless steel
110077.0,metal
110078.0,ceram
110082.0,pvc pvc
110088.0,vinyl
110091.0,synthet
110094.0,slate
110098.0,plastic
110101.0,stainless steel
110107.0,composit
110108.0,copper
110116.0,tile (wet or dry) diamond
110121.0,wood
110122.0,copper brass
110126.0,pvc
110127.0,steel
110133.0,vinyl
110135.0,composit
110138.0,steel
110140.0,plastic acryl
110145.0,hdf (high densiti fiber-board)
110146.0,stainless steel
110151.0,concret
110152.0,wood
110161.0,plastic
110162.0,metal
110164.0,rubber
110165.0,pvc pvc
110167.0,steel
110172.0,polyethylen
110174.0,plastic
110179.0,composit composit
110182.0,pvc
110184.0,copper brass
110188.0,other
110194.0,medium densiti fiberboard (mdf)
110197.0,pvc pvc
110201.0,composit
110208.0,composit
110211.0,steel
110214.0,wood
110219.0,composit composit
110220.0,pvc pvc
110222.0,metal
110227.0,metal
110228.0,pvc
110230.0,acryl
110233.0,composit
110234.0,wood
110244.0,metal
110251.0,pvc
110252.0,polypropylen
110253.0,steel
110255.0,pex plastic
110257.0,resin
110265.0,plastic
110267.0,plastic
110270.0,steel
110279.0,plastic
110281.0,stainless steel
110282.0,steel
110283.0,plastic
110284.0,wood
110288.0,polyethylen
110292.0,fiberglass
110294.0,steel
110295.0,metal
110300.0,galvan steel
110303.0,copper brass
110308.0,vinyl
110310.0,nylon
110311.0,steel
110313.0,fabric
110314.0,wood
110322.0,ceram
110326.0,copper
110333.0,metal
110334.0,steel
110335.0,polyethylen polyethylen
110336.0,vinyl
110342.0,steel
110345.0,brass
110347.0,composit
110350.0,vinyl
110354.0,ceram
110357.0,steel
110360.0,wood
110361.0,pvc
110362.0,other
110373.0,stainless steel stainless steel stainless steel
110374.0,porcelain
110375.0,pvc
110376.0,metal
110379.0,melamin
110380.0,ceram
110386.0,steel
110388.0,cardboard proprietari
110391.0,steel metal
110393.0,aluminum polycarbon plastic
110396.0,pvc pvc
110399.0,resin
110402.0,metal
110406.0,steel
110407.0,wire
110409.0,acryl
110410.0,steel plastic
110415.0,porcelain-enamel porcelain-co steel porcelain
110418.0,acryl
110426.0,acryl
110428.0,acryl
110430.0,steel other
110432.0,wood
110435.0,synthetic/microfib
110439.0,steel
110442.0,concret
110443.0,vinyl
110444.0,composit
110446.0,composit medium densiti fiberboard (mdf) engin quartz composit
110451.0,acryl
110452.0,glass
110455.0,metal metal
110470.0,galvan steel
110473.0,porcelain-co cast iron paint steel
110475.0,vitreous china medium densiti fiberboard (mdf) marbl
110477.0,brass
110482.0,aluminum
110483.0,100% polypropylen
110486.0,steel
110487.0,metal
110490.0,marbl solid wood porcelain
110494.0,plastic
110495.0,synthet
110496.0,metal
110498.0,stainless steel
110499.0,stainless steel
110509.0,enviroston
110513.0,spong
110515.0,plastic
110516.0,glass
110517.0,plastic
110521.0,steel
110522.0,fabric over wire frame
110523.0,brass
110525.0,fiberboard
110526.0,metal
110530.0,fibr reinforc polym (frp)
110532.0,steel
110535.0,plastic
110538.0,glass
110543.0,copper brass
110546.0,rubber
110549.0,steel metal
110559.0,slate
110561.0,composit
110563.0,hdpe(high densiti polethylene)
110564.0,vinyl
110567.0,metal
110572.0,porcelain
110573.0,plastic
110576.0,steel
110577.0,plastic
110588.0,plastic
110591.0,various
110600.0,aluminum
110611.0,steel
110614.0,ab plastic
110621.0,high speed steel
110626.0,metal
110637.0,plastic plastic
110638.0,metal
110641.0,metal carbid
110643.0,wood bimet
110646.0,vinyl
110647.0,steel
110648.0,solid wood
110651.0,wood
110652.0,ceram
110653.0,metal
110655.0,plastic
110657.0,pvc pvc
110662.0,stainless steel stainless steel
110664.0,solid wood
110667.0,stainless steel
110668.0,metal
110676.0,steel
110681.0,metal
110685.0,glass
110688.0,galvan steel
110690.0,plastic
110691.0,vitreous china
110695.0,acryl
110696.0,vinyl
110700.0,wood
110701.0,natur stone
110703.0,wood
110708.0,aluminum
110726.0,high densiti fiberboard (hdf) lamin
110727.0,plastic
110729.0,steel
110731.0,porcelain
110736.0,synthetic/microfib
110741.0,water
110756.0,wood
110762.0,porcelain solid wood marbl
110764.0,aluminum
110768.0,plastic
110770.0,steel
110784.0,wood
110792.0,stainless steel
110795.0,steel
110803.0,plastic
110807.0,oil
110809.0,plastic
110813.0,steel
110815.0,plastic
110817.0,glass
110818.0,metal
110820.0,wood
110821.0,brass
110822.0,wood
110835.0,plastic
110842.0,water
110846.0,metal
110847.0,lamin
110852.0,stainless steel
110854.0,stainless steel paint steel
110855.0,cement
110856.0,stainless steel
110858.0,pvc
110862.0,steel diamond
110866.0,acrylonitril butadien styren (abs)
110868.0,wool & wool blend
110869.0,marbl
110873.0,aluminum copper
110874.0,galvan steel
110877.0,other
110878.0,metal
110879.0,steel
110880.0,synthet
110882.0,aluminum
110883.0,brass
110888.0,porcelain
110892.0,multi-purpos acrylonitril butadien styren (abs)
110895.0,metal
110898.0,metal
110900.0,steel
110901.0,plastic
110904.0,particl board
110905.0,reinforc
110907.0,plastic
110908.0,plastic
110910.0,metal
110916.0,pvc pvc
110917.0,no handl wood
110919.0,foam steel
110922.0,wood high carbon steel
110934.0,composit
110935.0,metal
110941.0,cast iron
110942.0,pvc
110944.0,steel
110949.0,steel
110952.0,composit
110954.0,brass
110960.0,wood
110967.0,composit
110969.0,steel
110976.0,resin
110977.0,steel
110978.0,copper
110983.0,lamin
110984.0,multi-purpos steel
110986.0,polyethylen
110988.0,plastic
110989.0,steel
110995.0,plastic
111003.0,steel
111004.0,glass
111009.0,concret
111014.0,brass
111017.0,galvan steel
111026.0,paper
111028.0,brass metal
111030.0,metal
111032.0,foam steel
111033.0,wood high carbon steel
111035.0,steel
111036.0,glass
111040.0,steel
111046.0,"pvc, calcium carbonate, diisononyl phthalate, polyest 100"
111048.0,heavi gaug plate steel
111050.0,composit
111057.0,vinyl
111059.0,aluminum
111060.0,brass
111063.0,vitreous china granit
111070.0,plastic stainless steel
111074.0,plastic wood rubber
111079.0,other
111095.0,medium densiti fiberboard (mdf)
111100.0,aluminum
111103.0,medium densiti fiberboard (mdf)
111110.0,metal
111111.0,aluminum
111117.0,vitreous china
111120.0,porcelain medium densiti fiberboard (mdf) granit
111121.0,polyest
111128.0,other
111135.0,wood
111136.0,stainless steel
111138.0,vinyl
111156.0,polyurethan
111172.0,other
111175.0,wood
111178.0,fiberglass
111181.0,porcelain-co cast iron paint steel
111183.0,concret
111184.0,fiberglass mesh
111185.0,vitreous china
111186.0,cast iron
111190.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine) polyurethan hot metal and olefin hot metal adhes"
111192.0,ab acrylonitril butadien styren (abs)
111194.0,resin
111196.0,natur stone
111200.0,aluminum
111208.0,metal
111209.0,wire glass
111210.0,vinyl
111215.0,steel
111220.0,steel steel
111222.0,steel
111226.0,plastic metal plastic
111233.0,multi-surfac
111234.0,aluminum
111235.0,mdf and composit
111244.0,porcelain
111252.0,polypropylen steel
111257.0,multi-surfac
111266.0,synthet
111268.0,composit engin quartz composit
111272.0,porcelain-co cast iron paint steel
111283.0,water
111286.0,fabric
111288.0,steel
111291.0,plastic plastic
111296.0,medium densiti fiberboard (mdf)
111298.0,"34% steel, 27% plastic-pvc, 9% polypropylene, 9% glass, 9% copper, 9% paint and 9% other"
111299.0,metal
111300.0,glass
111301.0,fabric
111302.0,plastic
111303.0,porcelain solid wood marbl
111313.0,porcelain coat steel
111316.0,metal
111317.0,galvan steel
111320.0,steel
111323.0,steel
111324.0,wood
111325.0,vinyl
111337.0,metal
111340.0,porcelain solid wood glass
111343.0,wood .particl board/composit filler
111344.0,nylon plastic
111346.0,die-cast
111349.0,steel
111350.0,wood
111353.0,composit composit
111354.0,granit
111355.0,polyfib
111361.0,glass
111362.0,vitreous china plywood engin stone composit
111365.0,aluminum
111366.0,steel
111372.0,composit cultur marbl
111374.0,fiberglass
111383.0,stainless steel
111384.0,stainless steel
111385.0,glass
111390.0,composit
111394.0,multi-purpos plastic
111399.0,aluminum
111400.0,steel
111408.0,metal
111411.0,aluminum
111412.0,polyest
111418.0,stainless steel
111419.0,acryl
111420.0,wood
111424.0,pvc pvc
111428.0,plastic
111429.0,steel
111431.0,stainless steel
111436.0,copper
111438.0,vitreous china
111445.0,plastic glass
111446.0,blend
111448.0,pvc
111454.0,brass
111460.0,composit oak
111463.0,vitreous china medium densiti fiberboard (mdf) granit
111464.0,vinyl
111465.0,cast iron
111472.0,other
111473.0,plastic
111475.0,steel
111479.0,polypropylen
111480.0,steel
111481.0,brass
111482.0,plastic plastic
111489.0,steel
111494.0,plastic
111498.0,composit oak
111501.0,plastic plastic
111503.0,steel
111522.0,stainless steel
111527.0,steel steel
111531.0,vitreous china granit
111536.0,other
111537.0,steel
111543.0,natur fiber
111545.0,composit cultur marbl
111546.0,pvc pvc
111551.0,composit
111555.0,water
111558.0,slate
111561.0,brass brass
111563.0,composit
111568.0,particl board
111569.0,composit oak
111571.0,cardboard proprietari
111574.0,metal
111579.0,steel
111580.0,plastic
111582.0,pvc
111591.0,steel
111596.0,glass
111599.0,wood
111601.0,medium densiti fiberboard (mdf)
111606.0,porcelain-co steel paint steel
111614.0,glass
111615.0,polyfib steel
111618.0,oil
111619.0,steel
111620.0,vitreous china
111622.0,composit composit
111625.0,acryl
111628.0,solid brass
111633.0,steel
111637.0,aluminum
111643.0,steel
111645.0,metal
111649.0,noryel high impact materi noryel high impact materi
111659.0,vitreous china
111660.0,composit
111661.0,plastic
111671.0,metal
111673.0,foam steel steel
111677.0,wood
111680.0,vinyl
111683.0,steel
111684.0,steel
111694.0,steel
111697.0,polypropylen
111698.0,wood
111703.0,marbl
111710.0,wire glass
111712.0,aluminum
111722.0,metal
111723.0,polyethylen
111725.0,steel
111730.0,metal
111734.0,oil
111739.0,brass
111743.0,alloy
111745.0,composit oak
111746.0,aluminum
111748.0,vinyl
111751.0,marbl
111755.0,steel
111757.0,pvc
111758.0,wood
111761.0,metal
111766.0,aluminum
111774.0,stainless steel
111775.0,aluminum
111779.0,steel
111784.0,ceram
111785.0,vinyl
111787.0,cast iron cast iron
111791.0,steel
111794.0,plastic
111795.0,polyethylen
111801.0,iron
111803.0,galvan steel
111804.0,steel
111810.0,steel
111811.0,coconut fiber
111830.0,glass
